Type,City,Bedrooms,Area,Price,Predicted_Price,Discount_pct
Stand Alone Villa,New Hut - El Tagamoa,7.0,650.0,8000000,9693506.122956134,17.5
Chalet,North Coast,2.0,100.0,400000,484870.4061907494,17.5
Twin House,New Hut - El Tagamoa,3.0,365.0,7850000,9517189.353714393,17.5
Chalet,North Coast,2.0,100.0,400000,484870.4061907494,17.5
Chalet,North Coast,2.0,78.0,1209000,1464984.8280388361,17.5
Town House,New Hut - El Tagamoa,3.0,270.0,5000000,6060567.553313119,17.5
Chalet,North Coast,2.0,100.0,400000,484870.4061907494,17.5
Chalet,North Coast,2.0,100.0,400000,484870.4061907494,17.5
Apartment,New Hut - El Tagamoa,3.0,200.0,5500000,6662721.390461936,17.5
Twin House,New Hut - El Tagamoa,4.0,350.0,5000000,6059815.307542312,17.5
Town House,Madinaty,4.0,427.0,8500000,10300603.636511112,17.5
Apartment,6th of October,3.0,230.0,1650000,1999450.1999174973,17.5
Apartment,6th of October,3.0,150.0,950000,1152159.2730281958,17.5
Apartment,Sheikh Zayed,2.0,160.0,1600000,1938430.0477704206,17.5
Apartment,New Hut - El Tagamoa,3.0,153.0,1239000,1501192.8106177012,17.5
Apartment,Madinaty,3.0,245.0,4150000,5028280.796214617,17.5
Apartment,Rehab City,3.0,155.0,2500000,3031688.426183124,17.5
Apartment,Shorouk City,3.0,235.0,1200000,1454638.9906503423,17.5
Twin House,New Hut - El Tagamoa,6.0,780.0,7500000,9094717.661110142,17.5
Apartment,Faisal,3.0,140.0,500000,606094.7152562102,17.5
Town House,Madinaty,3.0,240.0,2500000,3029358.875888506,17.5
Apartment,New Hut - El Tagamoa,3.0,181.0,4321801,5229325.427683281,17.4
Apartment,Madinaty,3.0,116.0,1600000,1937372.6502783608,17.4
Stand Alone Villa,6th of October,6.0,400.0,3000000,3630855.002797104,17.4
Apartment,Sheikh Zayed,4.0,230.0,2530000,3063632.027653189,17.4
Apartment,Madinaty,3.0,116.0,1680000,2032675.899088493,17.4
Chalet,North Coast,3.0,125.0,350000,423532.44151451415,17.4
Apartment,New Capital City,2.0,128.0,124000,150125.09356905732,17.4
Chalet,North Coast,3.0,125.0,350000,423532.44151451415,17.4
Apartment,6th of October,3.0,180.0,1300000,1574005.3577610343,17.4
Town House,Sheikh Zayed,4.0,253.0,4094668,4954653.450246205,17.4
Apartment,New Hut - El Tagamoa,2.0,122.0,2138000,2589413.1818874814,17.4
Stand Alone Villa,New Hut - El Tagamoa,6.0,465.0,8500000,10296353.763543483,17.4
Town House,Sheikh Zayed,5.0,228.0,4000000,4841342.722901502,17.4
Stand Alone Villa,New Hut - El Tagamoa,6.0,360.0,10000000,12110578.925056353,17.4
Chalet,Ain Sukhna,2.0,115.0,1475000,1786505.3654056275,17.4
Apartment,Madinaty,3.0,116.0,1680000,2032675.899088493,17.4
Chalet,North Coast,3.0,125.0,350000,423532.44151451415,17.4
Chalet,North Coast,3.0,125.0,350000,423532.44151451415,17.4
Penthouse,New Hut - El Tagamoa,3.0,231.0,2100000,2543754.474180522,17.4
Apartment,Hadayek al-Ahram,3.0,170.0,750000,908447.9210621587,17.4
Apartment,New Hut - El Tagamoa,3.0,181.0,4321801,5229325.427683281,17.4
Apartment,Agami,4.0,110.0,370000,447717.90688768966,17.4
Chalet,Ras Sedr,3.0,259.0,2500000,3028097.789610375,17.4
Apartment,Madinaty,2.0,96.0,1650000,1997817.5774210615,17.4
Chalet,North Coast,3.0,125.0,350000,423532.44151451415,17.4
Apartment,Madinaty,3.0,116.0,1680000,2032675.899088493,17.4
Apartment,Shorouk City,2.0,80.0,430000,520745.7643526282,17.4
Town House,Sheikh Zayed,5.0,229.0,4000000,4841342.722901502,17.4
Apartment,New Hut - El Tagamoa,3.0,160.0,600000,726742.1004674736,17.4
Stand Alone Villa,New Hut - El Tagamoa,4.0,400.0,7500000,9080694.493512172,17.4
Apartment,Madinaty,3.0,116.0,1680000,2032675.899088493,17.4
Stand Alone Villa,New Hut - El Tagamoa,10.0,600.0,15000000,18130916.46802987,17.3
Stand Alone Villa,Madinaty,4.0,720.0,9500000,11488643.785198122,17.3
Stand Alone Villa,Sheikh Zayed,5.0,350.0,7300000,8831733.23084703,17.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,266.0,1100000,1329613.5730119096,17.3
Apartment,Sheikh Zayed,3.0,178.0,2700000,3265584.128861641,17.3
Apartment,6th of October,3.0,170.0,1907642,2307170.1817398136,17.3
Twin House,New Hut - El Tagamoa,4.0,400.0,7000000,8463069.798361365,17.3
Town House,Madinaty,4.0,237.0,4600000,5560639.701954805,17.3
Town House,North Coast,3.0,170.0,620000,749943.6480816475,17.3
Chalet,North Coast,4.0,365.0,6000000,7254896.69051129,17.3
Apartment,Mokattam,3.0,137.0,850000,1027608.1556977805,17.3
Chalet,North Coast,3.0,140.0,4000000,4835011.188789529,17.3
Apartment,New Hut - El Tagamoa,3.0,127.0,1568229,1895663.9033346607,17.3
Duplex,Sheikh Zayed,4.0,345.0,2250000,2719566.487469021,17.3
Stand Alone Villa,Sheikh Zayed,4.0,380.0,6500000,7857152.665262145,17.3
Penthouse,New Hut - El Tagamoa,3.0,203.0,3600000,4350751.960882439,17.3
Stand Alone Villa,New Hut - El Tagamoa,6.0,645.0,12500000,15118996.67463764,17.3
Twin House,6th of October,6.0,465.0,7000000,8457137.011440862,17.2
Apartment,Al Hadrah,3.0,236.0,4200000,5073410.959459667,17.2
Twin House,North Coast,4.0,230.0,5000000,6037485.257136194,17.2
Town House,6th of October,3.0,275.0,4200000,5075060.840877554,17.2
Apartment,Smoha,3.0,210.0,2950000,3562523.2316495655,17.2
Chalet,North Coast,2.0,99.0,2300000,2779305.307945236,17.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,286.0,1300000,1570387.6204193756,17.2
Apartment,Madinaty,3.0,172.0,2000000,2414730.583094257,17.2
Chalet,North Coast,2.0,180.0,1300000,1569990.6339168367,17.2
Apartment,Madinaty,3.0,211.0,2750000,3319762.8652629443,17.2
Stand Alone Villa,Rehab City,5.0,650.0,12000000,14493513.034979554,17.2
Stand Alone Villa,Rehab City,5.0,650.0,12000000,14493513.034979554,17.2
Twin House,New Hut - El Tagamoa,4.0,351.0,4000000,4828954.630484493,17.2
Town House,Shorouk City,4.0,234.0,6348000,7669458.573860087,17.2
Apartment,Rehab City,3.0,168.0,2300000,2776614.513800107,17.2
Apartment,New Hut - El Tagamoa,3.0,157.0,337000,407178.1269975919,17.2
Twin House,New Hut - El Tagamoa,3.0,311.0,7700000,9294664.959575677,17.2
Apartment,6th of October,3.0,153.0,841500,1015943.8774717516,17.2
Apartment,Obour City,3.0,200.0,1251000,1510303.302023451,17.2
Town House,Madinaty,4.0,310.0,8700000,10502868.278440053,17.2
Apartment,Haram,3.0,143.0,440000,531505.9589818971,17.2
Apartment,Madinaty,3.0,116.0,1630000,1965270.3438174946,17.1
Chalet,Ain Sukhna,3.0,120.0,547000,659659.7642494685,17.1
Apartment,New Hut - El Tagamoa,3.0,255.0,2800000,3375706.982554117,17.1
Stand Alone Villa,Hadayek 6th of October,3.0,210.0,460000,554748.2517728321,17.1
Apartment,New Heliopolis,3.0,165.0,701250,846256.2033231285,17.1
Duplex,Katameya,3.0,275.0,1925000,2321971.540726115,17.1
Chalet,North Coast,1.0,70.0,1700000,2051358.2501025188,17.1
Twin House,Sheikh Zayed,7.0,465.0,7100000,8561794.197044265,17.1
Stand Alone Villa,Shorouk City,5.0,650.0,11000000,13275954.093078906,17.1
Apartment,New Hut - El Tagamoa,2.0,136.0,3400000,4101861.5050332737,17.1
Stand Alone Villa,Rehab City,3.0,520.0,9300000,11217844.332860706,17.1
Apartment,Madinaty,3.0,116.0,1700000,2050650.6709639968,17.1
Chalet,Ain Sukhna,1.0,50.0,225000,271467.23535128916,17.1
Apartment,Obour City,3.0,140.0,1000000,1206489.4448940393,17.1
Apartment,Kafr Abdo,3.0,195.0,2400000,2893800.5498642395,17.1
Apartment,New Capital City,2.0,122.0,102000,123081.95114849422,17.1
Twin House,New Hut - El Tagamoa,3.0,314.0,7000000,8446888.000859011,17.1
Apartment,Mokattam,3.0,170.0,1600000,1929564.5498373827,17.1
Apartment,Sheikh Zayed,3.0,210.0,1638000,1976255.1912407721,17.1
Stand Alone Villa,Madinaty,3.0,550.0,9100000,10978034.06072739,17.1
Stand Alone Villa,10th of Ramadan,2.0,150.0,1100000,1326952.6985252942,17.1
Stand Alone Villa,New Hut - El Tagamoa,5.0,580.0,11500000,13870266.744115682,17.1
Twin House,Rehab City,3.0,282.0,6500000,7826947.011566898,17.0
Chalet,Ain Sukhna,3.0,120.0,550000,662343.8793917946,17.0
Duplex,Ain Sukhna,4.0,185.0,2500000,3010263.225567892,17.0
Penthouse,Ain Sukhna,3.0,180.0,3350000,4037814.9022345776,17.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,880.0,12500000,15063045.054651251,17.0
Chalet,North Coast,2.0,89.0,2000000,2408527.5420942875,17.0
Chalet,North Coast,2.0,115.0,2600000,3131657.655678951,17.0
Apartment,Agami,3.0,140.0,700000,843365.6908405869,17.0
Apartment,New Hut - El Tagamoa,4.0,175.0,881000,1062024.0514249373,17.0
Chalet,Ain Sukhna,4.0,175.0,3350000,4037150.299206621,17.0
Apartment,Rehab City,3.0,155.0,2500000,3012063.9625857375,17.0
Apartment,New Hut - El Tagamoa,3.0,160.0,369000,444707.4636590268,17.0
Penthouse,Ain Sukhna,3.0,180.0,3350000,4037814.9022345776,17.0
Penthouse,Ain Sukhna,3.0,180.0,3350000,4037814.9022345776,17.0
Stand Alone Villa,New Hut - El Tagamoa,6.0,480.0,9640000,11614557.929701047,17.0
Stand Alone Villa,Sheikh Zayed,4.0,350.0,7500000,9037080.960297707,17.0
Stand Alone Villa,Sheikh Zayed,5.0,526.0,6000000,7227196.091221051,17.0
Stand Alone Villa,New Hut - El Tagamoa,5.0,880.0,12500000,15063045.054651251,17.0
Town House,New Hut - El Tagamoa,4.0,265.0,4200000,5060658.853480776,17.0
Apartment,Arbaeen,3.0,134.0,700000,843096.1024794515,17.0
Stand Alone Villa,New Hut - El Tagamoa,4.0,360.0,7800000,9399826.387843873,17.0
Stand Alone Villa,New Hut - El Tagamoa,10.0,600.0,15000000,18042861.14001392,16.9
Town House,Shorouk City,3.0,209.0,4000000,4815108.939729238,16.9
Twin House,New Hut - El Tagamoa,4.0,412.0,8500000,10223990.953462712,16.9
Town House,Shorouk City,4.0,245.0,3700000,4451864.35574215,16.9
Apartment,New Hut - El Tagamoa,2.0,70.0,500000,601955.7460260295,16.9
Stand Alone Villa,New Hut - El Tagamoa,4.0,524.0,13500000,16245649.221988015,16.9
Stand Alone Villa,Madinaty,3.0,201.0,1400000,1685700.886323966,16.9
Apartment,Madinaty,3.0,116.0,1690000,2032675.899088493,16.9
Apartment,Heliopolis,2.0,145.0,1150000,1383690.0492693307,16.9
Town House,Sheikh Zayed,3.0,365.0,5800000,6982992.908070803,16.9
Apartment,New Capital City,2.0,116.0,1246307,1499075.0752962504,16.9
Chalet,Ain Sukhna,2.0,100.0,950000,1142901.4479382043,16.9
Apartment,Badr City,3.0,140.0,450000,541614.0231882947,16.9
Town House,Sheikh Zayed,3.0,225.0,4500000,5415102.717206531,16.9
Apartment,Rehab City,3.0,105.0,1500000,1805162.0388239862,16.9
Apartment,Madinaty,2.0,96.0,1580000,1900914.6003797266,16.9
Apartment,New Hut - El Tagamoa,3.0,159.0,1352000,1627105.1433888753,16.9
Town House,Ain Sukhna,4.0,188.0,3900000,4693369.507292245,16.9
Apartment,Sheikh Zayed,2.0,95.0,1750000,2105565.138807117,16.9
Stand Alone Villa,Obour City,4.0,260.0,3000000,3611795.965535558,16.9
Stand Alone Villa,6th of October,5.0,500.0,1200000,1444850.0046230135,16.9
Town House,Sheikh Zayed,5.0,383.0,5300000,6374716.250198713,16.9
Stand Alone Villa,Sheikh Zayed,6.0,600.0,6500000,7813109.989976973,16.8
Apartment,Shorouk City,4.0,230.0,1250000,1501852.3838418992,16.8
Apartment,Sheraton,2.0,120.0,1150000,1381967.433621579,16.8
Chalet,North Coast,2.0,92.0,290000,348427.213082518,16.8
Penthouse,Ain Sukhna,1.0,140.0,1200000,1442032.269627799,16.8
Apartment,Mohandessin,3.0,150.0,1250000,1502448.353384118,16.8
Apartment,Sharm al-Sheikh,1.0,58.0,456000,548159.6273607858,16.8
Apartment,Rehab City,3.0,210.0,3500000,4207720.024109004,16.8
Apartment,New Hut - El Tagamoa,3.0,177.0,400000,480617.5124159894,16.8
Apartment,New Hut - El Tagamoa,3.0,267.0,2350000,2825392.3881761627,16.8
Penthouse,New Hut - El Tagamoa,3.0,207.0,4200000,5047119.8904143,16.8
Apartment,Haram,5.0,300.0,950000,1141381.461763516,16.8
Town House,New Capital City,4.0,387.0,1500000,1803596.835271115,16.8
Chalet,North Coast,1.0,65.0,1015000,1219606.2458924789,16.8
Stand Alone Villa,New Hut - El Tagamoa,4.0,298.0,4598000,5527351.429622343,16.8
Apartment,New Hut - El Tagamoa,3.0,185.0,1665000,2001946.336191594,16.8
Stand Alone Villa,Borg al-Arab,6.0,500.0,3700000,4446613.357459893,16.8
Chalet,North Coast,2.0,92.0,290000,348427.213082518,16.8
Apartment,Madinaty,2.0,107.0,1500000,1802740.084601914,16.8
Apartment,Nasr City,4.0,200.0,1550000,1862228.0119228119,16.8
Stand Alone Villa,6th of October,6.0,378.0,3990000,4795315.47657797,16.8
Stand Alone Villa,New Hut - El Tagamoa,3.0,380.0,8800000,10580486.844663003,16.8
Apartment,Rehab City,3.0,103.0,2100000,2523915.7729575923,16.8
Twin House,Sheikh Zayed,4.0,320.0,5600000,6733935.2231528815,16.8
Apartment,Nasr City,3.0,185.0,1350000,1621679.691359939,16.8
Twin House,Sheikh Zayed,4.0,480.0,5500000,6609886.558964195,16.8
Apartment,Sheikh Zayed,3.0,214.0,3500000,4205516.451560622,16.8
Twin House,Sheikh Zayed,4.0,480.0,5500000,6609886.558964195,16.8
Stand Alone Villa,New Hut - El Tagamoa,4.0,850.0,15500000,18624719.55522146,16.8
Apartment,New Hut - El Tagamoa,3.0,191.0,1375000,1653403.3760401097,16.8
Chalet,North Coast,2.0,147.0,2722000,3270418.809506107,16.8
Stand Alone Villa,6th of October,6.0,378.0,4200000,5048895.483374416,16.8
Town House,New Hut - El Tagamoa,4.0,237.0,3550000,4268067.741910119,16.8
Twin House,New Hut - El Tagamoa,3.0,174.0,500000,600237.6272755004,16.7
Twin House,New Hut - El Tagamoa,3.0,265.0,3240000,3891561.234281355,16.7
Apartment,Sheikh Zayed,3.0,160.0,1750000,2101884.371897798,16.7
Apartment,Obour City,3.0,207.0,1665000,1999834.4079797466,16.7
Apartment,New Hut - El Tagamoa,3.0,253.0,3750000,4499887.460135161,16.7
Twin House,North Coast,3.0,155.0,2463290,2957584.064773722,16.7
Chalet,North Coast,2.0,117.0,2750000,3299479.9479196956,16.7
Town House,Sheikh Zayed,4.0,245.0,3900000,4681823.568086112,16.7
Apartment,West Somid,3.0,150.0,750000,900547.7570808118,16.7
Town House,New Hut - El Tagamoa,3.0,180.0,5600000,6723316.893506541,16.7
Chalet,North Coast,3.0,120.0,400000,480226.33261394507,16.7
Town House,New Hut - El Tagamoa,3.0,307.0,6060000,7276625.170581676,16.7
Apartment,Obour City,3.0,199.0,1633000,1959413.8521907697,16.7
Stand Alone Villa,New Hut - El Tagamoa,4.0,533.0,10500000,12608282.468796654,16.7
Twin House,North Coast,3.0,163.0,5200000,6245134.908260655,16.7
Apartment,Katameya,2.0,100.0,630000,756221.9697746247,16.7
Apartment,6th of October,3.0,153.0,856800,1028115.8889990555,16.7
Apartment,6th of October,3.0,153.0,856800,1028115.8889990555,16.7
Stand Alone Villa,6th of October,5.0,313.0,3000000,3599854.185963125,16.7
Town House,New Hut - El Tagamoa,3.0,307.0,6060000,7276625.170581676,16.7
Town House,New Hut - El Tagamoa,3.0,307.0,6060000,7276625.170581676,16.7
Town House,New Hut - El Tagamoa,3.0,307.0,6060000,7276625.170581676,16.7
Twin House,Madinaty,3.0,430.0,7000000,8394824.72551159,16.6
Apartment,New Hut - El Tagamoa,3.0,223.0,3600000,4317372.754995553,16.6
Chalet,Amreya,3.0,160.0,1900000,2278786.332868767,16.6
Town House,Sheikh Zayed,5.0,330.0,5500000,6595505.549978089,16.6
Twin House,New Hut - El Tagamoa,5.0,311.0,6400000,7671888.780032686,16.6
Apartment,Faisal,3.0,160.0,650000,779478.5271884839,16.6
Twin House,Sheikh Zayed,3.0,355.0,4800000,5753433.664769746,16.6
Twin House,Hammam,3.0,305.0,3000000,3595942.264702592,16.6
Stand Alone Villa,New Hut - El Tagamoa,4.0,600.0,9250000,11094859.48268689,16.6
Chalet,Ain Sukhna,2.0,112.0,1250000,1499627.0392403372,16.6
Stand Alone Villa,Madinaty,3.0,400.0,9000000,10789779.701357283,16.6
Stand Alone Villa,Madinaty,4.0,393.0,2800000,3356287.020160928,16.6
Chalet,Ras Sedr,2.0,110.0,700000,838857.3431200944,16.6
Town House,North Coast,3.0,150.0,550000,659350.9604524418,16.6
Apartment,Sheikh Zayed,4.0,240.0,2100000,2518180.1870220574,16.6
Apartment,New Heliopolis,3.0,126.0,767945,921079.6880262926,16.6
Apartment,Nasr City,2.0,117.0,128000,153476.797226173,16.6
Chalet,North Coast,1.0,70.0,1950000,2338657.2099833465,16.6
Chalet,Ain Sukhna,3.0,120.0,550000,659659.7642494685,16.6
Apartment,6th of October,2.0,90.0,1600000,1919123.3976351558,16.6
Apartment,Maadi,2.0,105.0,640000,767687.989811753,16.6
Apartment,Hurghada,2.0,120.0,750000,898853.3728031836,16.6
Stand Alone Villa,New Hut - El Tagamoa,5.0,530.0,13500000,16194168.579378195,16.6
Apartment,New Hut - El Tagamoa,3.0,190.0,1375000,1647829.050233725,16.6
Apartment,Shebin al-Koum,2.0,105.0,650000,779711.5263958853,16.6
Apartment,Nasr City,3.0,260.0,2500000,2992400.8659862187,16.5
Stand Alone Villa,Sheikh Zayed,5.0,600.0,6300000,7541467.901884489,16.5
Stand Alone Villa,New Hut - El Tagamoa,3.0,300.0,5800000,6947255.519321979,16.5
Stand Alone Villa,6th of October,4.0,400.0,4000000,4791302.752329187,16.5
Studio,New Hut - El Tagamoa,2.0,56.0,956295,1145707.388050241,16.5
Duplex,New Hut - El Tagamoa,4.0,234.0,2000000,2396447.800379286,16.5
Stand Alone Villa,Madinaty,3.0,385.0,8500000,10185014.450243413,16.5
Stand Alone Villa,New Hut - El Tagamoa,5.0,891.0,15000000,17972137.775969766,16.5
Duplex,New Hut - El Tagamoa,4.0,234.0,2000000,2396447.800379286,16.5
Stand Alone Villa,New Hut - El Tagamoa,4.0,400.0,7300000,8744355.588876013,16.5
Apartment,10th of Ramadan,3.0,135.0,500000,598605.3779219417,16.5
Chalet,North Coast,3.0,144.0,2275000,2726134.3330816887,16.5
Chalet,Ain Sukhna,2.0,70.0,800000,958255.216330302,16.5
Apartment,New Hut - El Tagamoa,2.0,111.0,775000,928096.7966361851,16.5
Chalet,North Coast,3.0,160.0,573000,686444.488249434,16.5
Penthouse,North Coast,3.0,116.0,2900000,3472374.9144000816,16.5
Apartment,New Hut - El Tagamoa,4.0,169.0,1535000,1838119.0030382902,16.5
Twin House,Sheikh Zayed,4.0,310.0,6000000,7181449.6383531215,16.5
Stand Alone Villa,New Hut - El Tagamoa,3.0,278.0,5000000,5989278.88536738,16.5
Stand Alone Villa,Madinaty,4.0,750.0,11500000,13777487.502076574,16.5
Town House,New Hut - El Tagamoa,4.0,330.0,6350000,7608731.202201369,16.5
Apartment,New Hut - El Tagamoa,3.0,160.0,340000,407178.1269975919,16.5
Town House,New Hut - El Tagamoa,6.0,500.0,8900000,10652485.13866787,16.5
Stand Alone Villa,Shorouk City,7.0,900.0,6250000,7473810.042795418,16.4
Stand Alone Villa,New Hut - El Tagamoa,5.0,533.0,8700000,10412511.48628819,16.4
Apartment,Madinaty,3.0,116.0,1700000,2032675.899088493,16.4
Apartment,New Hut - El Tagamoa,3.0,150.0,1000000,1196714.8364280858,16.4
Town House,Sheikh Zayed,4.0,200.0,3400000,4067194.1627040696,16.4
Apartment,Mostakbal City,3.0,165.0,123000,147150.58166015617,16.4
Chalet,North Coast,3.0,168.0,450000,538456.1518908553,16.4
Twin House,North Coast,3.0,400.0,4500000,5379562.463092149,16.4
Chalet,North Coast,3.0,168.0,450000,538456.1518908553,16.4
Stand Alone Villa,Rehab City,4.0,396.0,8500000,10172494.186406543,16.4
Apartment,Madinaty,3.0,116.0,1700000,2032675.899088493,16.4
Apartment,New Hut - El Tagamoa,3.0,95.0,500000,598414.6917440705,16.4
Twin House,New Hut - El Tagamoa,4.0,340.0,8500000,10169880.424759004,16.4
Apartment,Madinaty,3.0,116.0,1700000,2032675.899088493,16.4
Twin House,North Coast,2.0,93.0,2205000,2638516.8766807057,16.4
Stand Alone Villa,Mokattam,4.0,472.0,12000000,14349954.129444014,16.4
Apartment,Madinaty,3.0,116.0,1700000,2032675.899088493,16.4
Apartment,Madinaty,3.0,116.0,1700000,2032675.899088493,16.4
Chalet,North Coast,1.0,55.0,750000,895698.3937526947,16.3
Apartment,New Hut - El Tagamoa,3.0,151.0,343000,410014.45623508084,16.3
Apartment,New Hut - El Tagamoa,2.0,177.0,2600000,3105934.3337755,16.3
Apartment,6th of October,2.0,80.0,380000,454172.6963806753,16.3
Duplex,Madinaty,3.0,220.0,450000,537883.8878176054,16.3
Apartment,Mokattam,4.0,200.0,900000,1075070.1918329706,16.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,750.0,12000000,14337588.386046989,16.3
Chalet,North Coast,1.0,70.0,1757000,2098886.3420404634,16.3
Stand Alone Villa,Borg al-Arab,5.0,366.0,3400000,4063646.8058110136,16.3
Chalet,Ain Sukhna,3.0,150.0,650000,776868.0173027313,16.3
Chalet,North Coast,2.0,92.0,300000,358295.7991195232,16.3
Stand Alone Villa,Borg al-Arab,5.0,366.0,3400000,4063646.8058110136,16.3
Stand Alone Villa,Sheikh Zayed,3.0,230.0,4017000,4800158.809771243,16.3
Stand Alone Villa,New Hut - El Tagamoa,6.0,516.0,3500000,4180339.258187299,16.3
Duplex,New Hut - El Tagamoa,3.0,300.0,2650000,3164910.4665797027,16.3
Apartment,6th of October,2.0,133.0,890000,1062893.485796877,16.3
Stand Alone Villa,New Hut - El Tagamoa,6.0,516.0,3500000,4180339.258187299,16.3
Apartment,Rehab City,3.0,260.0,2350000,2808585.3447019,16.3
Stand Alone Villa,North Coast,5.0,320.0,9000000,10756758.502283027,16.3
Stand Alone Villa,New Hut - El Tagamoa,5.0,500.0,9000000,10749667.35606497,16.3
Apartment,Rehab City,3.0,140.0,2600000,3105932.964925947,16.3
Apartment,North Coast,3.0,150.0,600000,716533.0039589771,16.3
Chalet,North Coast,2.0,92.0,300000,358295.7991195232,16.3
Chalet,North Coast,3.0,122.0,390000,466005.6372800613,16.3
Apartment,Hadayek 6th of October,3.0,211.0,1350000,1612143.8484202374,16.3
Duplex,North Coast,3.0,180.0,5200000,6215906.385405791,16.3
Chalet,North Coast,2.0,92.0,300000,358295.7991195232,16.3
Duplex,Nakheel,2.0,280.0,470000,561476.5470704155,16.3
Twin House,New Hut - El Tagamoa,4.0,315.0,6500000,7767023.579103145,16.3
Town House,New Hut - El Tagamoa,4.0,237.0,3550000,4242934.520126621,16.3
Stand Alone Villa,New Hut - El Tagamoa,4.0,193.0,400000,477308.9804656541,16.2
Apartment,Rehab City,2.0,110.0,1900000,2267239.601782493,16.2
Duplex,Obour City,4.0,390.0,2840000,3390111.4994861805,16.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,480.0,9630000,11489102.236588616,16.2
Stand Alone Villa,New Hut - El Tagamoa,4.0,480.0,9630000,11489102.236588616,16.2
Apartment,New Hut - El Tagamoa,3.0,190.0,1425000,1700866.5547744762,16.2
